,loads_small,loads_large,dumps_small,dumps_large
44,0.971678470649948,0.996269872997265,1.03604696503733,1.00321986728511
45,0.970111918704493,0.993193822359004,1.04063055420341,1.01963112976547
46,0.968050579520779,1.00322704578614,1.03492291213184,1.00170879842413
47,0.97542269572032,1.00353148906508,1.05227287434473,1.01888878528939
48,0.966489660744117,0.999232381619724,1.03304202682235,1.01095939653966
49,0.967598929188646,1.00212727443453,1.04932454360424,1.01119648650586
50,0.973644372029621,1.00413989009239,1.05740552932967,1.02445256335488
51,0.968408273317623,0.995784762694145,1.03657631163292,1.00156604116489
52,0.967267128093786,0.997406636672713,1.03933233706211,1.01380928293653
53,0.975460649738508,1.005528038443,1.05373699141177,1.02745881890479
54,0.957349310250467,0.98796981036005,1.03634382835656,1.02259546136102
55,0.962153446772641,0.995974073216437,1.05364479174945,1.03907521056893
56,0.961673177210298,0.994380141360802,1.05301356694759,1.02882696719371
57,0.965530478672773,0.985215724453927,1.03012195407569,1.0079190583511
58,0.955074873322021,0.997315792603737,1.04427401329474,1.02556275817691
59,0.971928814385039,0.987122366780154,1.02239828540267,1.00748577649249
60,0.961108239319866,0.994980643194595,1.06048441177294,1.03608383920022
61,0.964313204930209,0.991587580398256,1.028437548164,1.0016149234531
62,0.970559482349674,0.989095874530166,1.03897380399728,1.00872933693633
63,0.969069589943818,1.00339941137215,1.05054611003194,1.015253833162
64,0.975343409024821,0.996494205351162,1.04595002147806,1.0047241825283
65,0.971150589321375,0.99149847337776,1.04900555953252,1.03207219397004
66,0.969829803773192,1.00354473294521,1.04818774353412,1.00828868903684
67,0.971381906361208,0.995378473093525,1.02754298234127,0.998418745153041
68,0.959218708678968,0.993289718701976,1.03791436747563,1.03011719513936
69,0.96512099326119,0.991777330248722,1.03924439153727,1.02962837628251
70,0.964265602480134,0.993608555247298,1.04825510452279,1.00096266756325
71,0.960055249771723,0.990308281276616,1.03690262989864,1.00797018331541
72,0.960279061095473,0.98968172553941,1.03626851944976,1.00804069851473
73,0.965148224384205,0.997846403566498,1.04457438360902,1.02071584146157
74,0.961142131494184,0.990392066711704,1.04715513552462,1.03700010176977
75,0.967164852231486,0.995768037624587,1.04835018220821,1.02009296434102
76,0.969014093604509,0.99401587123039,1.04491759644221,1.01276074445573
77,0.971191757413269,0.994931325162199,1.00576746302087,1.00346384945499
78,0.975945971762608,0.993349962185699,1.04630179976546,1.04110494025494
79,0.958221448374026,0.989955481907546,1.03914871156356,1.01098351709609
80,0.975182236426392,0.999682936573459,1.03303015640649,1.02469693080501
81,0.972625759095891,0.998810975320262,1.04338828738672,1.00021295733382
82,0.97036689256895,0.997869104552956,1.03987536475036,1.02098641285672
83,0.971646298859044,1.0078097014708,1.05052605916892,1.01783316340241
84,0.973989057367768,1.00114569208842,1.03272685851373,1.00862773910891
85,0.967361131209854,0.998651405977881,1.0349072640724,1.00823607499311
86,0.953212843972652,0.987863693963064,1.0059920212508,0.991072124699526
87,0.96443063817778,1.00778597612829,1.00542083467946,0.992288723576353
88,0.968024012950202,0.994428017796969,1.02226039569395,1.01403808937731
89,0.988204746991223,0.996396962045842,0.997784284337888,0.986936834985835
90,0.977912000463075,1.00689456933472,0.981753390639056,0.970213239606233
91,1.00800311184442,1.02652948609053,1.00545242431859,0.99366776782082
92,0.997772485442265,1.01321298449218,0.98475141016271,0.983446838802818
93,0.967443225173594,1.00287348650902,0.985293782195358,0.977167601059739
94,0.974587080032361,1.00488416105776,0.991470538222495,0.983058048762689
95,0.971287800767428,1.00106734982403,0.987959990431698,0.975886420874515
96,0.974297533914223,0.999380166713362,1.01407548855643,1.00762852943889
97,0.956215838433514,0.991851965377686,0.998868731070994,0.981750361008602
98,0.962551389467353,1.00139652760337,1.0002029482789,0.980314629675588
99,0.989232704029088,1.00782410182965,0.999168502908946,0.977132834117353
100,0.967285875304374,0.987603101836689,1.0032156095069,0.981502961632909
101,0.97328063825852,0.992370300076571,0.997290819638416,0.97647534732927
102,0.97003871235326,1.00047866506701,1.00753607874527,1.0004837481087
103,0.969126272540283,0.999113649533266,0.992376844854747,0.976555001433677
104,0.975506072208156,1.00265856343791,0.992787433924401,0.975834967846946
105,0.979597243337116,1.01404919379412,1.0029763562053,0.984733326367275
106,0.973487242642752,1.00107061236259,0.988354416828502,0.975214534668296
107,0.948150494669234,0.983373791844331,1.04808147777209,1.02125509292836
108,0.994216021278596,1.01106238817565,0.998870457884862,0.979549967409632
109,0.977581037822226,1.00639201032693,1.01321632813593,0.99648214575458
110,0.980983605305041,1.00811065646783,0.99217040101665,0.983994906861889
111,0.97308907946569,1.00107290100299,0.98128744060294,0.976977098664072
112,0.982231864581355,0.998088613618482,1.01570983592569,0.995556886603624
113,0.953151469139116,0.974903919141222,1.02841558370151,0.98537155633082
114,0.9654172066414,0.987646240296829,1.01428813062709,0.981247448082593
115,0.962779970662805,0.993937923915541,1.02376451156433,1.01518353532974
116,0.952594630093344,1.00109266063869,0.992547711752819,0.992070295262954
117,0.949741805851067,0.979548730440893,0.999806368129697,0.982104584509581
118,0.959659586429765,0.982058615538585,1.03654521373549,1.01862718977402
119,0.969559417881876,0.985383076673228,1.00232630417675,1.01418157493124
120,0.944506095312222,0.986466155985951,0.998663407946534,0.996970884105107
121,0.943957578698846,0.996657631784159,0.999262120617087,1.00119412323705
122,0.946126907653669,0.985453649637724,0.994808968795246,0.990292705337349
123,0.944857525547073,0.989207624986751,1.00907540179642,0.995208784170769
124,0.956247507152013,0.986718235115752,1.00630118573637,0.984795454245529
125,0.963631237492285,0.995979524290177,0.997048825543951,0.994185068664063
126,0.982135147358603,0.993820502721129,1.01368383726006,0.999440627703325
127,0.959065091482785,0.9928613022001,1.01477358260526,0.993592221838982
128,0.958045543828103,0.989348709717816,1.00128576349691,1.01252457542434
129,0.959712781678625,0.986437467126707,1.02327559833453,1.00269158336698
130,0.952815255291856,0.98257986544739,0.99046504462148,0.978016339527323
131,0.95638904439968,0.993705903318607,0.99788983345311,0.996052973456153
132,0.95481132859435,0.98639437608483,1.03804129020091,1.0163729184696
133,0.956676882555946,0.986402891918393,1.01072692962949,0.987785122618019
134,0.961079517611944,0.982630538953103,1.00495060382221,0.997534415703369
135,0.946005952899256,0.986026987899709,1.07220714502364,1.04221315318385
136,0.952151733842153,0.979086556797048,1.0144657904221,0.996857034940719
137,0.961102174502527,0.98748054325858,0.988634492314893,0.979389868226212
138,0.948366474211453,0.980373164207701,0.983758145300965,0.980101458424972
139,0.956709085400702,0.988391126281115,1.01658948177165,1.01490927156967
140,0.95449369737226,0.987416556163844,0.997347270822905,1.00405999876438
141,0.949861487397539,0.998807717645115,1.00674763383044,0.979335558661848
142,0.95954405988872,0.985992107107038,1.12927352506004,1.05112201317875
143,0.951524595085716,1.00545308273416,1.04048097705248,1.00877765424268
144,0.967288300610233,0.990866472240795,0.849698990040317,0.967002853953116
145,0.980966274150115,1.00157029142019,0.870502202606362,0.940457866326969
146,0.959605298085306,0.997943829452391,0.881477328374828,0.971343218856724
147,0.962105872271034,0.992141181315176,0.905375685167722,0.951476581936836
148,0.968544230188046,1.00407273509298,0.994624378873057,1.00916964584669
149,0.974984966830138,1.05366240199123,0.989198699203692,0.998831615783968
150,0.982930299877114,1.05361483580019,0.976582741937068,1.00785153482418
151,0.968862035311708,1.05967523299446,0.984644591667758,0.979957785118806
152,0.95979453404999,1.04890793818911,1.00439905261121,0.970639416494461
153,0.971913647683612,1.07690333695925,0.947627450756758,0.965722994359085
154,0.971730367847785,1.06282548429693,0.971841376113143,0.984815468692055
155,0.971730367847785,1.06282548429693,0.966909984524698,0.97143079938351
156,1.07651729432506,1.15207923716129,0.982695167476701,0.98702067656904
157,1.07651729432506,1.15207923716129,1.03709363914655,1.04684997916545
158,1.06535321707351,1.14467426555451,1.03041216554017,1.02213303937685
159,1.07256992116421,1.14842509346572,1.07110286089678,1.09222516820601
160,1.07541287649225,1.1435120698844,1.04286161678083,1.00501330286741
161,1.08286397505953,1.13831242681941,1.03580799000817,0.990029144892695
162,1.0960028972002,1.14989142054852,1.01157904556428,1.02189845890769
163,1.07520002717833,1.14877554522552,0.975189161214001,0.992298345519364
164,1.085049601076,1.16716679038868,1.00250361327225,1.00729578473692
165,1.08094621336158,1.17970964257119,1.03144091966706,1.00502025286312
166,1.10432915543087,1.19787976219242,1.01939772330761,1.02073866989155
167,1.07664793167059,1.18687491526747,0.995315599973969,1.02232977727462
168,1.12604012083178,1.20689546489142,1.03026693782549,1.02175754754339
169,1.07864727183834,1.17279937839959,0.977048852075132,0.980942812737755
170,1.07148242768086,1.17879831747312,0.995727450799452,0.997968938221892
171,1.07704108586129,1.1847757874218,1.03256458375354,1.02434536286255
172,1.08688861020472,1.17724613658685,1.0401741073615,0.996223624430595
173,1.07149728384376,1.17194247447109,0.977108737827601,0.997770430335138
174,1.08418059007536,1.16921905359042,1.0286643325734,1.00765103383092
175,1.09121542417513,1.17079434662407,1.01879976540338,0.988752661388752
176,1.08216187230383,1.15667669504418,0.984125487784892,1.012163132519
177,1.09112256073543,1.14588335221204,1.01250706507025,0.995743862534895
178,1.09222763069914,1.15517488572682,1.00172116455656,0.976728353395199
179,1.07658627114162,1.14980715140662,1.00110333113907,1.00604971882135
180,1.08699844768004,1.14900964148596,0.983821050118741,0.997463803608937
181,1.07599117374991,1.14682151077786,0.96811279234082,0.993093629514725
182,1.08035097933292,1.14927770786527,1.01828619647357,0.978791038056322
183,1.08157049516361,1.14386289936916,1.0145507893087,0.988787981812097
184,1.09246344744216,1.13489614285422,1.01674632068951,0.980983283840529
185,1.08352138511112,1.13520224597499,0.939573453645424,0.954917289274714
186,1.07091539676079,1.12338179480683,0.959683325665721,0.943166323243855
187,1.04591290934722,1.12744039155725,0.931787566305841,0.942725823706019
188,1.10242495805556,1.17481640010564,0.894975470246867,0.92305002644578
189,1.09381310996753,1.17223362138559,0.921472487501832,0.904284022497126
190,1.09876431132307,1.14970228206941,0.874313200762414,0.875827275410439
191,1.08839121295229,1.16769299692439,0.868912596107675,0.903187448194578
192,1.07289389358292,1.16502974738684,0.883545601578648,0.892102307394033
193,1.06870856717402,1.16169475534513,0.898459090414785,0.941590927819476
194,1.06620210517791,1.12262866311097,0.893058577246872,0.914135968617748
195,1.04620680921544,1.07971720878313,0.920280619985493,0.92466754335252
196,1.0579661329172,1.09124417819397,0.954475628610565,0.962971089330672
197,1.05804722694689,1.11453925792768,0.969409114942403,0.996127647669541
198,1.05263599382451,1.10912786030418,0.980386100943028,0.997132689735016
199,1.0272500286006,1.07421674709927,0.910296944590027,0.921075994770652
200,1.02507586766637,1.08393028126293,0.945230267160443,0.94195686412764
201,1.04242259920495,1.08753372956744,0.943273211443197,0.950765071094307
202,1.05841569332507,1.11625871382659,0.867875158356074,0.902409324121606
203,1.05755375639197,1.13116012240994,0.895692406770196,0.895730890608845
204,1.05421696407355,1.11972692565238,0.885433569493364,0.892296731885162
205,1.06769482037893,1.12550545086319,0.864813970990015,0.885869923179873
206,1.08972849120139,1.17106391417639,0.89368783126999,0.922079162763977
207,1.02917792627592,1.08800775858742,0.881459488443475,0.896971875425445
208,1.03687352424331,1.11512647555556,0.886876652213984,0.893871648296929
209,1.06440588825756,1.09768699232552,0.890574572651306,0.910912378202799
210,1.06176177074531,1.11687625239356,0.8999088211782,0.922193454138087
211,1.03564221415954,1.10140551948386,0.884892882343122,0.905381308130527
212,1.05773370725484,1.08852307553946,0.95742795427586,0.96614266518646
213,1.04283242931429,1.08678188383863,0.93140698110364,0.963215359885692
214,1.04024259393573,1.08949029704193,0.919090566957898,0.93140989428405
215,1.03143369052302,1.09157247549319,0.91043042387128,0.921825654108585
216,1.06504503243326,1.11132976338313,0.894646834314855,0.907362424361932
217,1.05176343026317,1.10438237881785,0.901240366208352,0.907743737377468
218,1.09915079514631,1.14775128806451,0.893224915546985,0.940193347857092
219,1.06883317386145,1.11555390417697,0.878074689297011,0.911871030225748
220,1.05135891657333,1.12981657620369,0.877548472313311,0.911617656705967
221,1.08253512097525,1.12328160447678,0.879181451192113,0.897152290091528
222,1.04122283983504,1.09956158821478,0.880586033206181,0.891529012104131
223,1.05526809349594,1.12352741426385,0.881101500487655,0.89704427130994
224,1.05627996463836,1.10239978803891,0.906600800521938,0.923719010974161
225,1.0619676267317,1.11258890224554,0.890147664618805,0.933003091956254
226,1.0525966361722,1.14049918645075,0.868968242970472,0.929361362634216
227,1.04500199427839,1.12012009802422,0.88442221311149,0.929534424197936
228,1.04882518929497,1.12752032294135,0.970458263007917,0.973334276468721
229,1.04733592728231,1.09700661969762,0.948139662631955,0.943725103819069
230,1.03634834770526,1.08063401413541,0.907226761019268,0.943106056786759
231,1.06348793017504,1.10380999054225,0.898504788085097,0.946802994468734
232,1.06334375334993,1.13751649102295,0.890680278056525,0.899110751844113
233,1.07073125983864,1.1456467168455,0.902941899216525,0.896131408407332
234,1.0647602623976,1.13124453583304,0.853090498220795,0.896270501478861
235,1.04794911043756,1.13835607472191,0.87940079086093,0.90268118936835
236,1.05843054948798,1.13582671976678,0.879250729592201,0.901828386481629
237,1.07673834185596,1.10379477819631,0.874619940847057,0.930551697473801
238,1.05531411530494,1.12514472636242,0.869890575045333,0.904798246848803
239,1.08425481499295,1.12832345618158,0.918980424441548,0.945239082121002
240,1.08717059160445,1.10833132509225,0.945300780632702,0.940529671065047
241,1.05356420588903,1.11152070861961,0.88818264954757,0.908708672343751
242,1.05383861014882,1.10695924322421,0.953206012538697,0.938434787900711
243,1.04802602461875,1.09701010392669,0.975798570219464,0.960577224665435
244,1.03874194137008,1.09895602377224,0.991852632957349,0.977245576032301
245,1.06518114767833,1.12150456497495,0.914794696240251,0.951761368448152
246,1.07441579319426,1.11938824051145,0.903401887361052,0.936829485528051
247,1.07180858629077,1.12507940426122,0.888062169019718,0.911779179988706
248,1.06065684984009,1.12002494983605,0.867047667625672,0.904834498845295
249,1.06177432271238,1.13140196649021,0.857624486278592,0.893509778133037
250,1.07851078394705,1.08145813218576,0.869027656041,0.908189955739344
251,1.09190045352288,1.13829638890937,0.889997222154962,0.91408311736789
252,1.06995620537329,1.10565396071863,0.905133923602278,0.908930929020251
253,1.06494828726205,1.09318408483647,0.885434842685046,0.914487739838675
254,1.06274899133983,1.08996388349147,0.900740047620724,0.911009613737692
255,1.04740695365312,1.11034748394804,0.884515415316956,0.909136027499496
256,1.04110663632001,1.08515378347747,0.901542783540397,0.917490941898824
257,1.04218632907568,1.08476502789386,0.903421526533345,0.925809212120867
258,1.05423316797364,1.0924790235053,0.957016759105974,0.969216237247032
259,1.06719331929782,1.11937792116279,0.954177183331612,0.973012079819977
260,1.07210910684028,1.12073263659887,0.886542740541588,0.902574009577638
261,1.06489255180807,1.11703841271843,0.970786548240424,0.94678147685418
262,1.07108821144841,1.11803354533959,0.858387806623439,0.903946521596698
263,1.05682849367327,1.12721887410541,0.897991417376752,0.934902778343822
264,1.05560233852897,1.08898279437634,0.872980535018626,0.898751081227929
265,1.0543206590969,1.12227459459413,0.861248134659827,0.908407299230062
266,1.05107599734726,1.11107981321172,0.872637512782997,0.891974765829524
267,1.04035662989187,1.0982925531205,0.921709644230295,0.93426573297329
268,1.07106059836301,1.12735550800437,0.8915160102253,0.946434097828127
269,1.04254671524152,1.11796241186691,0.890872430889783,0.90775877365811
270,1.05411646138621,1.10277776062862,0.926299919558682,0.931994389153339
271,1.03395428202189,1.06917950063989,0.898633510051322,0.923033706664358
272,1.0736660848831,1.15224328813738,0.896590761672362,0.92529814189185
273,1.05821378738868,1.08745429303546,0.93690003319752,0.968376949646526
274,1.07549782741039,1.10812808353031,0.953837355511041,0.958206097285521
275,1.06232748498205,1.12676934816849,0.873236568529153,0.904757779771346
276,1.0700193502764,1.12447644255441,0.873508185295957,0.898595179011553
277,1.04683158787911,1.12877586206868,0.95528706340275,0.975330395628149
278,1.02554828370948,1.08400989206716,0.936282032054179,0.956724706217324
279,1.05271047338368,1.12539108895727,0.898943642772483,0.920045439101859
280,1.04457243255134,1.10849746206659,0.890971724593178,0.895480348611394
281,1.04428445154736,1.0936347561068,0.874262684785856,0.948645400608681
282,1.0752535143334,1.09172298065236,1.00209623005351,0.980718936159061
283,1.05085932840952,1.11588263350924,0.913974219499954,0.913013939941533
284,1.10975476027606,1.18403712194348,0.928148471898571,0.958750563261758
285,1.04605955184819,1.09764846316364,0.952825686549173,0.959245731192134
286,1.04876756576678,1.11331895340621,0.911471132276961,0.930300195150945
287,1.02988024640859,1.11439900240828,0.931505489545099,0.931448453361692
288,1.05433283220697,1.08733025496704,0.914041919752268,0.929218135563087
289,1.12609177580957,1.20447589658784,0.931064614523607,0.959783120662726
290,1.06939300649858,1.12139014632923,0.936027546195816,0.945458016761656
291,1.08034718455217,1.13380395031889,0.933054940950437,0.961749713553765
292,1.06701202690854,1.13052069930172,0.878412351929332,0.903036888147667
293,1.06960159522397,1.13588595368733,0.877249394250467,0.916726874804601
294,1.04194599710255,1.12331151526816,1.02017882259259,0.988136947318145
295,1.08007976119836,1.11644149420571,0.878330745679245,0.918035302641798
296,1.06160802312295,1.12785079378023,0.90870293909972,0.93420145040085
297,1.06297932397254,1.09366620819435,0.951003535782907,0.961697887034368
298,1.06564171357144,1.11369250353372,0.956121469012527,0.942770866417754
299,1.05423798132074,1.10813053590557,0.956712519661282,0.917650530729671
300,1.05174718909846,1.10858080675501,0.945504750514507,0.959339744749038
301,1.03463889524803,1.07439419880051,0.993577510354327,0.962413067815059
302,1.04238343408652,1.11073728232813,0.98479450045844,0.916569744866825
303,1.04800226221103,1.1112251627494,0.918463386636202,0.885125725045752
304,1.06131567594734,1.12375555162933,0.877240779240883,0.896892739436721
305,1.05736097407736,1.14137793236565,0.951580611818768,0.898499629509047
306,1.07449780641799,1.12805661457141,0.902384111653452,0.924374151865545
307,1.07040860410326,1.14009854104184,0.912578237247666,0.93467541756655
308,1.03613501395125,1.10124483034098,0.887150899227077,0.906401966697204
309,1.0707228194016,1.13812571964078,0.873871090668752,0.897319986483978
310,1.06268625634756,1.12088884897145,0.911692820107682,0.940966603597804
311,1.05404910558074,1.08762905729655,0.949767998554264,0.943893470714166
312,1.09787800953751,1.08847887158692,0.887222380934926,0.894764974040487
313,1.05290611265269,1.09365729964031,0.897620819486548,0.926051085887692
314,1.03991413112998,1.08823957512371,0.940078293207109,0.932575230760775
315,1.03921907759873,1.05858257762447,0.856302463502398,0.920438895345876
316,1.04392512742327,1.0743682261566,0.903144961853957,0.911497395788131
317,1.05948499546179,1.09460561665693,0.908579797829969,0.93630316452655
318,1.0564639338697,1.07959703388459,0.961172738840543,0.939443337741616
319,1.06350063741137,1.12231940647312,0.896198458532345,0.920886722109043
320,1.06131711063531,1.11050582122617,0.861254226157755,0.886577697954048
321,1.01985387050867,1.07629051387503,0.959652273511703,0.955453027215629
322,1.05071056182505,1.10004042714875,0.916800239976047,0.947965907130142
323,1.04374132588273,1.11170449491435,0.914571033818837,0.940634514447305
324,1.04817518869252,1.10008474498618,0.939356050447788,0.983567513753163
325,1.08538498268002,1.12964486981259,0.939915911712284,0.978627288198753
326,1.04096630396181,1.09808785942494,0.913238619663825,0.926721500553367
